id,content,type,replyTo,parent,author,revision,talk_page,timestamp
708603169.21039.21039,":::::::Nope, it didn't. Your rage out-lasted my patience. -  ''''
",COMMENT_ADDING,708602336.21012.21012,,Thewolfchild,708603169,Talk:Barack Obama,2016-03-06 14:26:08.000000 UTC
708067973.5863.5863,"[OUTDENT: 0] [REPLY_TO: Scjessey] ""''''"" - I have to ask; did you perhaps want to re-consider that comment? A '''United States Ambassador was murdered during his presidency''' and there was widespread criticism of the government and it's failings leading up to that death. There was widespread media coverage regarding this incident (see: [WIKI_LINK: 2012 Benghazi attack]) and I argue that it was a ''very'' significant event of Obama's time at the Whitehouse. -  ''''
",COMMENT_MODIFICATION,708058368.5795.5795,708067853.5863.5863,Thewolfchild,708067973,Talk:Barack Obama,2016-03-03 12:29:28.000000 UTC
703154827.0.736,"::::I would say no. This article is about Barack Obama, not the [WIKI_LINK: Keystone Pipeline#Keystone XL|Keystone XL pipeline], and OpEdNews is basically a progressive version of the Drudge Report and thus unlikely to be considered a reliable source for much of anything.
",COMMENT_REMOVAL,,699796489.1411.1411,72.243.248.66,703154827,Talk:Barack Obama,2016-02-03 20:58:09.000000 UTC
708152290.10076.10076,"==Remove disputed paragraph==
Please remove the disputed paragraph that was added [EXTERNAL_LINK: here] while the discussion of whether or not to include contentious material continues above. In its current form, it does not represent a fair summary of the political and biographical ramifications of the [WIKI_LINK: 2012 Benghazi attack] as it pertains to the subject of this article. Moreover, in what arguably can be considered a violation of [WIKI_LINK: WP:BLP], it makes allegations about former Secretary Hillary Clinton (who is not the subject of this article) and does so with a dated source of dubious quality. A fuller justification can be found in an earlier section of this talkpage.
: '''Not done:''' That paragraph has been repeatedly inserted and removed over the past couple of days. I'm not adding or removing anything related to this without consensus. — Martin ( ·
::[REPLY_TO: MSGJ] - Can you make the small correction, as noted above? Right now there is a factual error, but simply removing the words ""Four Americans;"" from the beginning of the second sentence will resolve it for now. I wouldn't think that anyone would have a problem with this. Hopefully in the coming days we can get some more people involved, have a productive discussion and come to a consensus on how to proceed with this paragraph. -  ''''
::I wasn't going to ask for a removal or bug  about protecting the page(without a request), but this answer is both unacceptable and you should not be the one deciding. You protect the page with the contested paragraph still in the article. If editors challenge an addition to the article, it's incumbent upon the editors who want the information placed into the article to achieve consensus to add it into the article, not the editors who do not want the edit placed into the article. That's Wiki policy 101.
:::That's generally correct, but with all the to and fro I can't actually determine what the ""status quo"" is. The diff supplied by Scjessey is certainly not the first insertion of this paragraph. That said, if we can get a rough consensus for removal I will do so. — Martin ( ·
::::Still though, that is kind of backwards. The consensus should be achieved before it is added, not to remove contested material in a BLP. It was first added [EXTERNAL_LINK: here], the version before it was added is [EXTERNAL_LINK: here]. My problems with the edit are listed [EXTERNAL_LINK: here]. I do not think the article should include the edit until it is discussed and the problems are addressed, but I am will to say consensus is against me after a time, if that is the case. But it should not be edit warred into the article and have the page protected to make it impossible to remove. Thanks.
:::::It seems it was added earlier than this, sometime in February, so that is not the first time is was inserted. I can only point you towards [WIKI_LINK: meta:The Wrong Version|The Wrong Version]. Continue to discuss and if there is consensus to remove I'll do so forthwith. It's nothing so horrendous that it can't stay for a few hours. — Martin ( ·
::::::In the meantime, the small correction? -  ''''
:::::::I've no issue with the correction. I'm involved or I'd make the change myself.
== Fox News ==
",COMMENT_MODIFICATION,,708152005.10076.10076,SQL,708152290,Talk:Barack Obama,2016-03-03 23:20:39.000000 UTC
702933701.4460.4438,"Meu amor, meu querido Presidente se tu ficasse como presidente vitalícia seria uma grande benção pra nós do Brasil, talvez se o se renunciasse, pra no futuro se candidatar novamente ao seu posto honroso e carater honesto dos EUA, cordialmente olha a constituição vigente que vai ter sua solução. Um beijo de sua fã brasileira do Estado de São Paulo. Janete Dercy Azevedo.
",COMMENT_ADDING,701011053.3268.3268,,189.69.56.131,702933701,Talk:Barack Obama,2016-02-02 14:04:30.000000 UTC
711620038.20697.20697,"== Into ==
",SECTION_CREATION,,,141.6.11.23,711620038,Talk:Barack Obama,2016-03-23 22:41:06.000000 UTC
711620087.20697.20697,"== Intro ==
",COMMENT_MODIFICATION,,711620038.20697.20697,141.6.11.23,711620087,Talk:Barack Obama,2016-03-23 22:41:25.000000 UTC
699574941.1345.0,"== Sentence reorganization ==
",SECTION_CREATION,,,Meters,699574941,Talk:Barack Obama,2016-01-13 04:02:01.000000 UTC
705728062.2.2,"BIRTH CERTIFICATE IS NOT EQUIVALENT TO CITIZENSHIP. If the Latino people become the majority population in the United States , there is no doubt 100% the United States will become another Mexico, face the truth and face the reality. Then what kind of show their politicians will have, I can also tell you now. First, they would further proclaim that they are the masters of this land, whites are immigrants from Europe, for the last few decades whites hinder the immigration issue on the latino, they will ask whites apology, and require constant apology even want an apology written into the Constitution, in order to approve latinos with the naturally born owned rights of the land. WASP created the modern civilization on this primitive land, and instantly turned into second-class citizens and foreign sojourners. Latinos will require a fully representing of the government, for revenge, they will further squeeze out the white forces from various government departments, the easiest way is to open the borders and let 100 million illegal immigrants enter the United States, in short time to obtain a residence permit and the right to vote. Any objections raised by whites, will be deducted racism hat.
After completion of the political siege followed is the economy. They will clearly require Latinos in economic activity must occupy most of proportion, they will use government power to intervene directly, whites will be forced to withdraw and abandon all economic activities. Latino government officials at all levels will use the power in their hands, full penetration into various socio-economic levels. The combination of power and money, then that is a comprehensive social corruption. To get any of the white business survival and development in this society, not by technological innovation, production efficiency and improve service levels, but to rely on bribery of government officials at all levels, and the appropriate government officials get a lot of opportunities for corruption in this way. This is a typical Latin America bureaucratic economy. Under this social environment, WASP wisdom and creativity will disappear, which is what these politicians want: completely destroy any whites’ confidence and the demands of society, in order to consolidate the power base of Latino politicians. As for the collapse of social economy and severe recession, which is not within the scope of their care, they care about is how there are more opportunities for them wantonly corruption. They have nothing to fear, because they know that even if they rape of women in the office doorway, their voters would still support them, because those voters would seriously believe that woman deliberately seduced their politician.
These Latino politicians but also would establish an image in the world as America is Latino America, Latinos are the real masters of the United States. Whites will be in very bad situation. If you want to emigrate, Europe has been very crowded, and there are 25 million Arab Muslims, the Muslims will always remember under white rule in the United States who helped Jews. Canada could be a destination, but it will be very difficult for the Canadian government, because under pressure they must audit white immigrants and latino immigrants equally, otherwise it will be treated as racial discrimination. Measures ultimately adopted across the board, that's all refused. American whites won’t be able to go any place, waiting for the U.S. to become a central America country or Mexico. So my suggestion to all whites, now you go for a trip to Mexico or Guatemala, but do not bring any cash in pocket, because it is not to let you go on vacation, you try to survive there for six months, and then you tell me your experience and new decision on the U.S. immigration policy.
With the decline of the United States, the pattern of the world also will be changed. American leadership will become a big international joke. When the world appears multi-power forces, and they do not mutually recognize each other, it’s the time to begin ringing alarm of new world war.  Britain, France and Germany will again seek dominance in Europe, Germany and Japan would break the restrictions on nuclear weapons, technology and capacity in both countries, they can produce the world's most sophisticated strategic offensive nuclear weapons. Russia will be ready to be tested, to regain regional hegemony. Republics of the former Soviet Union will be very frightened, fearing Russia's annexation, but eventually could not escape to become a vassal state. Arab Muslim extremists will quickly rise and rule the whole Arab world under extremism religious regime, and soon they will acquire nuclear technology and nuclear weapons, Israel will be their proving ground. Israel can only withstand one atomic bomb attack on their small territory, before the country is completely destroyed, they will project out all 160 nuclear weapons. Thus began the end of the world.
When someone asks me if so logical reasoning can explain the progressing of the world situation, my answer is yes. Understand the modern history of Europe, people know that there was no World War I, there would be no World War II, there would be also no international communism of former Soviet Union as well, and all these, were from a car driver getting lost his way. The progressing of human history, sometimes have people sigh.
I therefore call on all Americans, tell your representatives and senators, we must take this action: Revoke the 14th amendment of the US constitution about outdated citizenship clause, BIRTH CERTIFICATE IS NOT EQUIVALENT TO CITIZENSHIP. we should stop the illegal immigrants new born children’s citizenship! Which member of Congress will support this action, she or he is your congresswoman or congressman. Which members of Congress will oppose this action, you should consider an alternative candidate. On the 2016 election, which presidential candidate will propose the so-called immigration reform, you should say no to him or her; Which presidential candidate will sign the Act of cancellation of illegal immigrants new born children’s citizenship, you should support his or her election . These days all the occurrence on US-Mexico border has proven these illegal immigrants and their agents in the U.S. political arena echoed in vain, they disregard the interests of united states, constantly squeezing the tolerance of this country, they just want to turn the U.S. into Mexico. This proves once again as I judged before: a person's genes and DNA determine his brain and way of thinking. Latino create mexico, WASP create the United States. some people may feel harsh, but it is a fact. In order to keep U.S. leadership and splendid civilization in the world, in order to prevent the United States to become another Mexico, we have no way to retreat. We not only should prevent the invasion of illegal immigrants, but we have to stop their new born children’s citizenship. only doing so in order to fundamentally solve the problem of illegal immigration. The time is ticking.  — Preceding [WIKI_LINK: Wikipedia:Signatures|unsigned] comment added by   •
",COMMENT_REMOVAL,,705727901.2.2,C.Fred,705728062,Talk:Barack Obama,2016-02-19 05:38:42.000000 UTC
708095323.8094.8094,"::::::What ↑↑↑↑ said.
",COMMENT_ADDING,708094954.7556.7556,,Scjessey,708095323,Talk:Barack Obama,2016-03-03 16:18:01.000000 UTC
704356844.934.1172,":::::Well he was a law professor for a large part of his career. Maybe ""... is an American politician and law scholar currently serving...""? I can see how this would be a bit weird. It just seems like he has been a politician his whole life and never did anything else.
",COMMENT_REMOVAL,,700603608.3020.3020,Lowercase sigmabot III,704356844,Talk:Barack Obama,2016-02-11 02:37:25.000000 UTC
708146615.9448.9448,":::::Whether it was 2 years ago or 22 years ago, the facts are the facts. The attack happened, on that date, at that place, involving those people. 4 died, same names then as now. Both Obama and especially Clinton received a great of deal criticism for it. That's what it says... what is incorrect or not a fact? The source is reliable, and the age is irrelevant because those particular facts haven't changed. Now with that said, it seems you want to ''add'' info now. Whether it's to update sources, shift blame to the republicans or to try and show Clinton and Obama as somehow exonerated... well, that is where you write something up and present it here on the talk page for discussion. I asked you to do this before and you refused. You can always change your mind... -  ''''
:::::, you can add a second source if you want. As for your concerns about neutrality, all of the investigations and inquiries count under the word ""criticism."" Basically, this paragraph is a very brief summary of a very complicated thing, with more to be found on the Benghazi attacks article and on the Hillary Clinton biography. It may be possible for you to add an extra sentence or two concerning the subsequent investigations if you so desire, as long as you leave non-neutral wording such as ""shocking politicization"" out of the article. However, wouldn't that that contradict your previous statements regarding [WIKI_LINK: WP:Undue weight], as things would seemingly begin to drift further from Obama and into the Clinton realm? This is because, while ""criticism"" applies to both Obama and Clinton, investigations apply only to Clinton.
",COMMENT_MODIFICATION,708144660.9145.9145,708146334.9448.9448,Thewolfchild,708146615,Talk:Barack Obama,2016-03-03 22:37:07.000000 UTC
708617106.21738.21738,":::::::Do you even read anything you post on these talk pages? An example of a ""total freak-out"" would be any one of your many, many profanity-laced, insult-laden, off-topic, rage-filled rants. You are incapable of focusing on content and will always attack contributors instead. Your attack on SQL here is way out of line. I strongly suggest you show some maturity, strike your comments, post a sincere apology and then take a break from the project until you think you can collaborate without constantly attacking fellow editors. -  ''''
",COMMENT_ADDING,708612754.21167.21167,,Thewolfchild,708617106,Talk:Barack Obama,2016-03-06 16:26:44.000000 UTC
701582378.4888.4888,"== Semi-protected edit request on ",COMMENT_RESTORATION,,653108147.1170.193,Thompbro,701582378,Talk:Barack Obama,2016-01-25 10:56:55.000000 UTC
705945345.4039.4039,"::::::Assuming one of those sources backs up ""minimal results"" (I haven't checked), that looks much better.
",COMMENT_ADDING,705908218.3907.3907,,Scjessey,705945345,Talk:Barack Obama,2016-02-20 13:56:17.000000 UTC
703156731.4460.0,"President Obama should not be referred to as the first African American President of the United States, but rather as the first Black president of the United States or as the first U.S. president of African descent, as Pres. Obama is not African American, but rather Kenyan and Anglo, German, Irish, Welsh, Swiss, and Scottish- his father was an immigrant from Kenya and his mother a white woman of mixed European ancestry from Kansas. African American is an ethnic group exclusive to the United States that is made up of the descendants of African slaves brought across the Atlantic from West Africa during the Transatlantic Slave Trade, which lasted from the 16th to the 19th century. Though African Americans and President Obama both share African ancestry, African Americans alive today trace their ancestry back at least 100 years, while President Obama traces his ancestry back with his father.
",COMMENT_RESTORATION,,703008020.4460.4438,GB fan,703156731,Talk:Barack Obama,2016-02-03 21:11:38.000000 UTC
708149172.10076.10076,"==Remove disputed paragraph==
Please remove the disputed paragraph that was added [EXTERNAL_LINK: here] while the discussion of whether or not to include contentious material continues above. In its current form, it does not represent a fair summary of the political and biographical ramifications of the [WIKI_LINK: 2012 Benghazi attack] as it pertains to the subject of this article. Moreover, in what arguably can be considered a violation of [WIKI_LINK: WP:BLP], it makes allegations about former Secretary Hillary Clinton (who is not the subject of this article) and does so with a dated source of dubious quality. A fuller justification can be found in an earlier section of this talkpage.
: That paragraph has been repeatedly inserted and removed over the past couple of days. I'm not adding or removing anything related to this without consensus. — Martin ( ·
::[REPLY_TO: MSGJ] - Can you make the small correction, as noted above? Right now there is a factual error, but simply removing the words ""Four Americans;"" from the beginning of the second sentence will resolve it for now. I wouldn't think that anyone would have a problem with this. Hopefully in the coming days we can get some more people involved, have a productive discussion and come to a consensus on how to proceed with this paragraph. -  ''''
::I wasn't going to ask for a removal or bug  about protecting the page(without a request), but this answer is both unacceptable and you should not be the one deciding. You protect the page with the contested paragraph still in the article. If editors challenge an addition to the article, it's incumbent upon the editors who want the information placed into the article to achieve consensus to add it into the article, not the editors who do not want the edit placed into the article. That's Wiki policy 101.
== Fox News ==
",COMMENT_MODIFICATION,,708148676.10076.10076,Dave Dial,708149172,Talk:Barack Obama,2016-03-03 22:55:36.000000 UTC
698226551.0.0,"__toc__
== Obama Nobel prize ==
From the article:
Obama's Nobel Prize has been viewed skeptically in subsequent years, especially after the director of the Nobel Institute, Geir Lundestad, said Obama's Peace Prize was a ""failure""
This suggests that the director of the Nobel Institute feels that Obama is undeserving of the award, while the referenced article actually states that the director expected the honor to deliver a boost to Obama, something he believes did not happen. In other words its a failure of the award to boost Obama, not a failure of Obama as the Wikipedia article seems to suggest.He is also secretly fat.and he also eats 1000000000000000000000000000 pizzas every day
== Trayvon Martin shooting ==
There is no mention of his famous Trayvon Martin speech which I think the media seized on for gun control legislation. (mostly liberal outlets)  — Preceding [WIKI_LINK: Wikipedia:Signatures|",COMMENT_MODIFICATION,,697677536.0.0,205.125.75.2,698226551,Talk:Barack Obama,2016-01-04 20:03:14.000000 UTC
702933901.4438.4438,"== Semi-protected edit request on ",COMMENT_REMOVAL,,653108147.1170.193,331dot,702933901,Talk:Barack Obama,2016-02-02 14:06:10.000000 UTC
703156731.968.0,"5 January 2016 ==
",COMMENT_ADDING,701439455.2145.2145,,GB fan,703156731,Talk:Barack Obama,2016-02-03 21:11:38.000000 UTC
699574941.2952.0,"::::He's not chiefly known for being a lawyer.
",COMMENT_RESTORATION,,699355360.2952.2952,Meters,699574941,Talk:Barack Obama,2016-01-13 04:02:01.000000 UTC
708018374.5018.5018,"::::I don't think the paragraph should be in the article at all. In addition to the issues I addressed above, I believe there are [WIKI_LINK: WP:WEIGHT] concerns and I see little to no evidence that the Benghazi attack was a significant moment in the biography of Barack Obama. So no, I won't be restoring the paragraph. I would prefer to see it properly discussed here first, and then a consensus for inclusion sought. That has always been the way controversial things are handled on this article, and I see no reason for that to change now.
",COMMENT_ADDING,708017831.4883.4883,,Scjessey,708018374,Talk:Barack Obama,2016-03-03 03:28:41.000000 UTC
703156731.266.0,"Is [EXTERNAL_LINK: OpEdNews] a reliable source? This seems like it belongs in this article somewhere. I'm having a bit of difficulty comprehending all this without a nice diagram, but apparently some sort of Canada-to-Gulf-coast pipeline already got completed anyway through Enbridge-owned segments constructed thanks to an Executive Order and the segments of which managed to sidestep the NEPA review process entirely? Having a look at [EXTERNAL_LINK: Enbridge's own pipeline maps], it appears they have a pipeline running from the Alberta tar sands all the way to Chicago, Illinois and then back to Cushing, Oklahoma to connect with the rest of the Keystone pipeline segments, effectively completing the ability to transport oil from Canada to the Gulf Coast.
Perhaps a single sentence about this belongs in the Environmental Policy section?
",COMMENT_RESTORATION,,698939576.941.979,GB fan,703156731,Talk:Barack Obama,2016-02-03 21:11:38.000000 UTC
708610017.19701.19701,":::::And by ''everyone'', you mean three of you. When I think of ''everyone'', I think of [EXTERNAL_LINK: this].
",COMMENT_ADDING,708609447.19342.19342,,Scjessey,708610017,Talk:Barack Obama,2016-03-06 15:24:38.000000 UTC
699574941.2402.0,"== Controversial? ==
",SECTION_CREATION,,,Meters,699574941,Talk:Barack Obama,2016-01-13 04:02:01.000000 UTC
709098686.22905.22905,"== Protected edit request on 9 March 2016 ==
",SECTION_CREATION,,,203.38.105.161,709098686,Talk:Barack Obama,2016-03-09 03:49:05.000000 UTC
705727876.2.2,"BIRTH CERTIFICATE IS NOT EQUIVALENT TO CITIZENSHIP. If the Latino people become the majority population in the United States , there is no doubt 100% the United States will become another Mexico, face the truth and face the reality. Then what kind of show their politicians will have, I can also tell you now. First, they would further proclaim that they are the masters of this land, whites are immigrants from Europe, for the last few decades whites hinder the immigration issue on the latino, they will ask whites apology, and require constant apology even want an apology written into the Constitution, in order to approve latinos with the naturally born owned rights of the land. WASP created the modern civilization on this primitive land, and instantly turned into second-class citizens and foreign sojourners. Latinos will require a fully representing of the government, for revenge, they will further squeeze out the white forces from various government departments, the easiest way is to open the borders and let 100 million illegal immigrants enter the United States, in short time to obtain a residence permit and the right to vote. Any objections raised by whites, will be deducted racism hat.
After completion of the political siege followed is the economy. They will clearly require Latinos in economic activity must occupy most of proportion, they will use government power to intervene directly, whites will be forced to withdraw and abandon all economic activities. Latino government officials at all levels will use the power in their hands, full penetration into various socio-economic levels. The combination of power and money, then that is a comprehensive social corruption. To get any of the white business survival and development in this society, not by technological innovation, production efficiency and improve service levels, but to rely on bribery of government officials at all levels, and the appropriate government officials get a lot of opportunities for corruption in this way. This is a typical Latin America bureaucratic economy. Under this social environment, WASP wisdom and creativity will disappear, which is what these politicians want: completely destroy any whites’ confidence and the demands of society, in order to consolidate the power base of Latino politicians. As for the collapse of social economy and severe recession, which is not within the scope of their care, they care about is how there are more opportunities for them wantonly corruption. They have nothing to fear, because they know that even if they rape of women in the office doorway, their voters would still support them, because those voters would seriously believe that woman deliberately seduced their politician.
These Latino politicians but also would establish an image in the world as America is Latino America, Latinos are the real masters of the United States. Whites will be in very bad situation. If you want to emigrate, Europe has been very crowded, and there are 25 million Arab Muslims, the Muslims will always remember under white rule in the United States who helped Jews. Canada could be a destination, but it will be very difficult for the Canadian government, because under pressure they must audit white immigrants and latino immigrants equally, otherwise it will be treated as racial discrimination. Measures ultimately adopted across the board, that's all refused. American whites won’t be able to go any place, waiting for the U.S. to become a central America country or Mexico. So my suggestion to all whites, now you go for a trip to Mexico or Guatemala, but do not bring any cash in pocket, because it is not to let you go on vacation, you try to survive there for six months, and then you tell me your experience and new decision on the U.S. immigration policy.
With the decline of the United States, the pattern of the world also will be changed. American leadership will become a big international joke. When the world appears multi-power forces, and they do not mutually recognize each other, it’s the time to begin ringing alarm of new world war.  Britain, France and Germany will again seek dominance in Europe, Germany and Japan would break the restrictions on nuclear weapons, technology and capacity in both countries, they can produce the world's most sophisticated strategic offensive nuclear weapons. Russia will be ready to be tested, to regain regional hegemony. Republics of the former Soviet Union will be very frightened, fearing Russia's annexation, but eventually could not escape to become a vassal state. Arab Muslim extremists will quickly rise and rule the whole Arab world under extremism religious regime, and soon they will acquire nuclear technology and nuclear weapons, Israel will be their proving ground. Israel can only withstand one atomic bomb attack on their small territory, before the country is completely destroyed, they will project out all 160 nuclear weapons. Thus began the end of the world.
When someone asks me if so logical reasoning can explain the progressing of the world situation, my answer is yes. Understand the modern history of Europe, people know that there was no World War I, there would be no World War II, there would be also no international communism of former Soviet Union as well, and all these, were from a car driver getting lost his way. The progressing of human history, sometimes have people sigh.
I therefore call on all Americans, tell your representatives and senators, we must take this action: Revoke the 14th amendment of the US constitution about outdated citizenship clause, BIRTH CERTIFICATE IS NOT EQUIVALENT TO CITIZENSHIP. we should stop the illegal immigrants new born children’s citizenship! Which member of Congress will support this action, she or he is your congresswoman or congressman. Which members of Congress will oppose this action, you should consider an alternative candidate. On the 2016 election, which presidential candidate will propose the so-called immigration reform, you should say no to him or her; Which presidential candidate will sign the Act of cancellation of illegal immigrants new born children’s citizenship, you should support his or her election . These days all the occurrence on US-Mexico border has proven these illegal immigrants and their agents in the U.S. political arena echoed in vain, they disregard the interests of united states, constantly squeezing the tolerance of this country, they just want to turn the U.S. into Mexico. This proves once again as I judged before: a person's genes and DNA determine his brain and way of thinking. Latino create mexico, WASP create the United States. some people may feel harsh, but it is a fact. In order to keep U.S. leadership and splendid civilization in the world, in order to prevent the United States to become another Mexico, we have no way to retreat. We not only should prevent the invasion of illegal immigrants, but we have to stop their new born children’s citizenship. only doing so in order to fundamentally solve the problem of illegal immigration. The time is ticking.
",COMMENT_ADDING,,,Rjamnsty,705727876,Talk:Barack Obama,2016-02-19 05:36:34.000000 UTC
699360617.3089.3089,"::::::I just don't think it is hugely important to shoehorn his lesser-known professions (lawyer, community organizer, author, scholar, professor) into the first sentence of the article. He is notable for being first and foremost a president, and secondly a politician. It is enough we cover his other professions in the next few sentences of that opening paragraph.
",COMMENT_MODIFICATION,699359887.2975.2975,699360474.3089.3089,Scjessey,699360617,Talk:Barack Obama,2016-01-11 21:27:31.000000 UTC
699572091.0.2975,":::::Well he was a law professor for a large part of his career. Maybe ""... is an American politician and law scholar currently serving...""? I can see how this would be a bit weird. It just seems like he has been a politician his whole life and never did anything else.
",COMMENT_REMOVAL,,699359887.2975.2975,75.109.165.13,699572091,Talk:Barack Obama,2016-01-13 03:37:10.000000 UTC
699572091.0.1355,"I would like to establish consensus on this before changing the lead.
* '''Current lead sentences:''' Barack Hussein Obama II (born August 4, 1961) is the 44th and current President of the United States, as well as the first African American to hold the office. Born in Honolulu, Hawaii, Obama is a graduate of Columbia University and Harvard Law School, where he served as president of the Harvard Law Review.
* '''Proposed changes:''' Barack Hussein Obama II (born August 4, 1961) is the 44th and current President of the United States. The first African American to hold the office, Obama was born in Honolulu, Hawaii and is a graduate of Columbia University and Harvard Law School, serving as president of the Harvard Law Review.
",COMMENT_REMOVAL,,697236328.1312.1302,75.109.165.13,699572091,Talk:Barack Obama,2016-01-13 03:37:10.000000 UTC
708312067.15206.15206,"===Arbitrary Break===
In response to concerns, I typed the words ""Benghazi criticism"" into Google Search. I reached ] article from ABC News as the 5th option. In addition to having the word ""Criticisms"" in the title, it also includes that word or some derivative of it 7 times in the body of the article. What more do you need?
:Nope. This does not stand for the proposition that Obama received substantial criticism, or Clinton either. It reports that in a ""leaked chapter"" of Clinton's now-released book, ''Hard Choices'', she refutes Republican critics vis-a-vis Benghazi. 'Criticism' and 'critic' are different words. Criticism, in the sense used, is an expression of disapproval of somebody or something based on a good faith perception of faults, motives, or mistakes. A critic of someone is not making judgments about whether to approve or disapprove, they are a detractor. This piece, and the great majority of others covering her book chapter, describe this as a reaction to Republican critics, not to widespread disapproval. -
== Fox News ==
",COMMENT_MODIFICATION,,708306001.15206.15206,Wikidemon,708312067,Talk:Barack Obama,2016-03-04 21:31:59.000000 UTC
708089724.7141.7141,"::::The only thing ""unambiguous"" here is your disdain for Fox News and support of HRC. Perhaps you should read your own policy quote... the part about content being ""''unsourced or poorly sourced''"". The content you removed was properly sourced. If there were errors, then simply correct them, according to the source. But removing the content completely because ""it's a election year"" and you don't like Fox News is not acceptable. -  ''''
",COMMENT_ADDING,708086545.6696.6696,,Thewolfchild,708089724,Talk:Barack Obama,2016-03-03 15:37:05.000000 UTC
708141190.8709.8709,":have you read the latest version of that paragraph? It's been corrected. I would think that is anything, the last sentence could use some tweaking. But, we'll have to wait until the page is unlocked. -  ''''
:I posted the above statement while unaware of the revisions already made to the paragraph or of the temporary protection in light of the edit conflicts. With the confusion about the time and place of the attacks now resolved in light of the changes, I see absolutely no reason for anyone to object to the content as it stands. Clinton is not accused of anything-it is merely stated that she and Obama received criticism, which is an obvious fact- and the source has been ruled reliable enough.
",COMMENT_MODIFICATION,708138628.8633.8633,708140750.8709.8709,Thewolfchild,708141190,Talk:Barack Obama,2016-03-03 21:56:29.000000 UTC
699572091.0.1975,"*I prefer the second wording. I'd also like to suggest that the Law Review Editorship be taken out of the opening paragraph. Its not really a defining characteristic of the subject's life.
",COMMENT_REMOVAL,,697703007.1863.1863,75.109.165.13,699572091,Talk:Barack Obama,2016-01-13 03:37:10.000000 UTC
706698806.4474.4474,":Please see [WIKI_LINK: Talk:Barack Obama/FAQ#Q2].
",COMMENT_RESTORATION,,604635896.14898.14898,JayJasper,706698806,Talk:Barack Obama,2016-02-24 20:05:27.000000 UTC
703156731.858.0,"Just noting its existence. It's about a book linking Obama to Communists, Marxists, anti-Americans etc.
",COMMENT_RESTORATION,,698180463.2011.1988,GB fan,703156731,Talk:Barack Obama,2016-02-03 21:11:38.000000 UTC
703154827.0.955,"== Semi-protected edit request on ",COMMENT_REMOVAL,,653108147.1170.193,72.243.248.66,703154827,Talk:Barack Obama,2016-02-03 20:58:09.000000 UTC
707987873.4324.4324,"== Semi-protected edit request on ",COMMENT_RESTORATION,,653108147.1170.193,Bill.maclin,707987873,Talk:Barack Obama,2016-03-02 23:20:04.000000 UTC
697677536.0.0,"__toc__
== Obama Nobel prize ==
From the article:
Obama's Nobel Prize has been viewed skeptically in subsequent years, especially after the director of the Nobel Institute, Geir Lundestad, said Obama's Peace Prize was a ""failure""
This suggests that the director of the Nobel Institute feels that Obama is undeserving of the award, while the referenced article actually states that the director expected the honor to deliver a boost to Obama, something he believes did not happen. In other words its a failure of the award to boost Obama, not a failure of Obama as the Wikipedia article seems to suggest.
== Trayvon Martin shooting ==
There is no mention of his famous Trayvon Martin speech which I think the media seized on for gun control legislation. (mostly liberal outlets)  — Preceding [WIKI_LINK: Wikipedia:Signatures|",COMMENT_MODIFICATION,,697340759.0.0,Lowercase sigmabot III,697677536,Talk:Barack Obama,2016-01-01 02:26:56.000000 UTC
708477640.18191.18191,":::Evidently you shouldn't have bothered to introduce a more balanced edit for the article. Seems that the editors who insist on the POV edit weren't satisfied. So there is not consensus for any mention, so everything should stay out until there is.
",COMMENT_ADDING,708476790.18096.18096,,Dave Dial,708477640,Talk:Barack Obama,2016-03-05 21:05:37.000000 UTC
708140344.8709.8709,"==Remove disputed paragraph==
Please remove the disputed paragraph that was added [EXTERNAL_LINK: here] while the discussion of whether or not to include contentious material continues above. In its current form, it does not represent a fair summary of the political and biographical ramifications of the [WIKI_LINK: 2012 Benghazi attack] as it pertains to the subject of this article. Moreover, in what arguably can be considered a violation of [WIKI_LINK: WP:BLP], it makes allegations about former Secretary Hillary Clinton (who is not the subject of this article) and does so with a dated source of dubious quality. A fuller justification can be found in an earlier section of this talkpage.
== Fox News ==
",COMMENT_MODIFICATION,,708139303.8709.8709,Display name 99,708140344,Talk:Barack Obama,2016-03-03 21:50:29.000000 UTC
700438417.254.254,"Barack Obama is a disgrace to his race and should not be remembered on Black History Month. I will get a old veterans book from a friend of mine and tell you some good black hero's that should be remembered in that month. Give me a day or two and I will edit this post and give you those names and a short version of there story.  — Preceding [WIKI_LINK: Wikipedia:Signatures|unsigned] comment added by
",COMMENT_REMOVAL,,700434097.254.254,Wikidemon,700438417,Talk:Barack Obama,2016-01-18 14:32:41.000000 UTC
708072481.6392.6382,"The argument above partly involves the reliability of Fox News on this subject. We actually have the article [WIKI_LINK: Fox News Channel controversies], which covers the bias and potential bias of this source in various cases. Keep this in mind when using this source, though it certainly is not blacklisted.
Scjessey, do you have other reliable sources to offer on the subject of the [WIKI_LINK: 2012 Benghazi attack]?
",COMMENT_ADDING,708072481.6382.6382,,Dimadick,708072481,Talk:Barack Obama,2016-03-03 13:14:30.000000 UTC
